# laser: Santec TSL-550 (HW-triggered continuous sweep)
# sweep: 1545.0000 -> 1555.0000 nm, speed 50.00 nm/s, power 1.000 mW
wavelength_nm,coredaq_ch1_W,coredaq_ch2_W,coredaq_ch3_W,coredaq_ch4_W
1545.0900,-2.000000000e-10,-2.500000000e-10,-9.000000000e-11,1.002000000e-08
1545.0910,-2.100000000e-10,-2.500000000e-10,-9.000000000e-11,1.022000000e-08
1545.0920,-2.300000000e-10,-2.200000000e-10,-1.100000000e-10,1.045000000e-08
1545.0930,-2.100000000e-10,-2.300000000e-10,-9.000000000e-11,1.065000000e-08
1545.0940,-2.300000000e-10,-2.300000000e-10,-8.000000000e-11,1.089000000e-08
1545.0950,-2.300000000e-10,-2.200000000e-10,-9.000000000e-11,1.114000000e-08
1545.0960,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,1.138000000e-08
1545.0970,-2.100000000e-10,-2.300000000e-10,-9.000000000e-11,1.159000000e-08
1545.0980,-2.100000000e-10,-2.200000000e-10,-9.000000000e-11,1.183000000e-08
1545.0990,-2.100000000e-10,-2.200000000e-10,-9.000000000e-11,1.210000000e-08
1545.1000,-2.000000000e-10,-2.300000000e-10,-9.000000000e-11,1.233000000e-08
1545.1010,-2.300000000e-10,-2.300000000e-10,-8.000000000e-11,1.257000000e-08
1545.1020,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,1.279000000e-08
1545.1030,-2.300000000e-10,-2.500000000e-10,-1.100000000e-10,1.303000000e-08
1545.1040,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,1.331000000e-08
1545.1050,-2.100000000e-10,-2.500000000e-10,-1.100000000e-10,1.355000000e-08
1545.1060,-2.300000000e-10,-2.500000000e-10,-1.100000000e-10,1.377000000e-08
1545.1070,-2.300000000e-10,-2.200000000e-10,-9.000000000e-11,1.403000000e-08
1545.1080,-2.300000000e-10,-2.200000000e-10,-9.000000000e-11,1.429000000e-08
1545.1090,-2.400000000e-10,-2.500000000e-10,-1.100000000e-10,1.461000000e-08
1545.1100,-2.300000000e-10,-2.500000000e-10,-1.100000000e-10,1.487000000e-08
1545.1110,-2.100000000e-10,-2.200000000e-10,-9.000000000e-11,1.514000000e-08
1545.1120,-2.300000000e-10,-2.000000000e-10,-9.000000000e-11,1.542000000e-08
1545.1130,-2.000000000e-10,-2.200000000e-10,-1.100000000e-10,1.572000000e-08
1545.1140,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,1.602000000e-08
1545.1150,-2.300000000e-10,-2.300000000e-10,-1.100000000e-10,1.629000000e-08
1545.1160,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,1.654000000e-08
1545.1170,-2.300000000e-10,-2.200000000e-10,-9.000000000e-11,1.684000000e-08
1545.1180,-2.300000000e-10,-2.000000000e-10,-9.000000000e-11,1.713000000e-08
1545.1190,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,1.739000000e-08
1545.1200,-2.300000000e-10,-2.200000000e-10,-8.000000000e-11,1.770000000e-08
1545.1210,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,1.802000000e-08
1545.1220,-2.100000000e-10,-2.700000000e-10,-9.000000000e-11,1.832000000e-08
1545.1230,-2.000000000e-10,-2.300000000e-10,-9.000000000e-11,1.863000000e-08
1545.1240,-2.400000000e-10,-2.500000000e-10,-9.000000000e-11,1.893000000e-08
1545.1250,-2.100000000e-10,-2.200000000e-10,-1.100000000e-10,1.923000000e-08
1545.1260,-2.300000000e-10,-2.300000000e-10,-1.100000000e-10,1.953000000e-08
1545.1270,-2.300000000e-10,-2.300000000e-10,-1.100000000e-10,1.982000000e-08
1545.1280,-2.300000000e-10,-2.300000000e-10,-1.100000000e-10,2.013000000e-08
1545.1290,-2.300000000e-10,-2.500000000e-10,-1.100000000e-10,2.042000000e-08
1545.1300,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,2.071000000e-08
1545.1310,-2.300000000e-10,-2.200000000e-10,-9.000000000e-11,2.106000000e-08
1545.1320,-2.100000000e-10,-2.200000000e-10,-1.200000000e-10,2.137000000e-08
1545.1330,-2.300000000e-10,-2.200000000e-10,-1.200000000e-10,2.165000000e-08
1545.1340,-2.300000000e-10,-2.200000000e-10,-1.100000000e-10,2.195000000e-08
1545.1350,-2.300000000e-10,-2.500000000e-10,-9.000000000e-11,2.229000000e-08
1545.1360,-2.100000000e-10,-2.200000000e-10,-1.200000000e-10,2.263000000e-08
1545.1370,-2.100000000e-10,-2.200000000e-10,-8.000000000e-11,2.296000000e-08
1545.1380,-2.100000000e-10,-2.300000000e-10,-9.000000000e-11,2.328000000e-08
