# laser: Santec TSL-550 (HW-triggered continuous sweep)
# sweep: 1545.0000 -> 1555.0000 nm, speed 50.00 nm/s, power 1.000 mW
wavelength_nm,coredaq_ch1_W,coredaq_ch2_W,coredaq_ch3_W,coredaq_ch4_W
1545.1380,6.186000000e-08,3.238000000e-08,2.814000000e-08,2.513000000e-08
1545.1390,6.186000000e-08,3.232000000e-08,2.832000000e-08,2.479000000e-08
1545.1400,6.180000000e-08,3.222000000e-08,2.843000000e-08,2.444000000e-08
1545.1410,6.183000000e-08,3.208000000e-08,2.860000000e-08,2.415000000e-08
1545.1420,6.185000000e-08,3.198000000e-08,2.874000000e-08,2.388000000e-08
1545.1430,6.185000000e-08,3.185000000e-08,2.886000000e-08,2.360000000e-08
1545.1440,6.190000000e-08,3.170000000e-08,2.895000000e-08,2.337000000e-08
1545.1450,6.194000000e-08,3.155000000e-08,2.906000000e-08,2.317000000e-08
1545.1460,6.200000000e-08,3.140000000e-08,2.914000000e-08,2.300000000e-08
1545.1470,6.205000000e-08,3.123000000e-08,2.921000000e-08,2.285000000e-08
1545.1480,6.211000000e-08,3.110000000e-08,2.926000000e-08,2.271000000e-08
1545.1490,6.217000000e-08,3.095000000e-08,2.934000000e-08,2.262000000e-08
1545.1500,6.220000000e-08,3.078000000e-08,2.937000000e-08,2.256000000e-08
1545.1510,6.224000000e-08,3.068000000e-08,2.940000000e-08,2.254000000e-08
1545.1520,6.232000000e-08,3.055000000e-08,2.944000000e-08,2.257000000e-08
1545.1530,6.240000000e-08,3.043000000e-08,2.946000000e-08,2.262000000e-08
1545.1540,6.244000000e-08,3.031000000e-08,2.946000000e-08,2.268000000e-08
1545.1550,6.249000000e-08,3.020000000e-08,2.943000000e-08,2.276000000e-08
1545.1560,6.250000000e-08,3.006000000e-08,2.940000000e-08,2.288000000e-08
1545.1570,6.255000000e-08,3.001000000e-08,2.940000000e-08,2.305000000e-08
1545.1580,6.259000000e-08,2.998000000e-08,2.938000000e-08,2.326000000e-08
1545.1590,6.261000000e-08,2.993000000e-08,2.930000000e-08,2.343000000e-08
1545.1600,6.261000000e-08,2.988000000e-08,2.926000000e-08,2.366000000e-08
1545.1610,6.261000000e-08,2.988000000e-08,2.923000000e-08,2.389000000e-08
1545.1620,6.255000000e-08,2.986000000e-08,2.918000000e-08,2.410000000e-08
1545.1630,6.253000000e-08,2.986000000e-08,2.914000000e-08,2.441000000e-08
1545.1640,6.250000000e-08,2.996000000e-08,2.910000000e-08,2.470000000e-08
1545.1650,6.244000000e-08,3.003000000e-08,2.909000000e-08,2.499000000e-08
1545.1660,6.238000000e-08,3.008000000e-08,2.903000000e-08,2.528000000e-08
1545.1670,6.235000000e-08,3.016000000e-08,2.898000000e-08,2.559000000e-08
1545.1680,6.229000000e-08,3.026000000e-08,2.895000000e-08,2.590000000e-08
1545.1690,6.220000000e-08,3.038000000e-08,2.894000000e-08,2.618000000e-08
1545.1700,6.214000000e-08,3.048000000e-08,2.894000000e-08,2.645000000e-08
1545.1710,6.208000000e-08,3.063000000e-08,2.892000000e-08,2.675000000e-08
1545.1720,6.202000000e-08,3.076000000e-08,2.897000000e-08,2.700000000e-08
1545.1730,6.196000000e-08,3.088000000e-08,2.894000000e-08,2.722000000e-08
1545.1740,6.188000000e-08,3.101000000e-08,2.897000000e-08,2.745000000e-08
1545.1750,6.183000000e-08,3.111000000e-08,2.898000000e-08,2.767000000e-08
1545.1760,6.182000000e-08,3.126000000e-08,2.903000000e-08,2.789000000e-08
1545.1770,6.180000000e-08,3.136000000e-08,2.909000000e-08,2.804000000e-08
1545.1780,6.180000000e-08,3.148000000e-08,2.917000000e-08,2.823000000e-08
1545.1790,6.182000000e-08,3.160000000e-08,2.927000000e-08,2.841000000e-08
1545.1800,6.182000000e-08,3.168000000e-08,2.934000000e-08,2.850000000e-08
1545.1810,6.185000000e-08,3.173000000e-08,2.947000000e-08,2.860000000e-08
1545.1820,6.191000000e-08,3.180000000e-08,2.958000000e-08,2.869000000e-08
1545.1830,6.197000000e-08,3.188000000e-08,2.974000000e-08,2.880000000e-08
1545.1840,6.208000000e-08,3.188000000e-08,2.984000000e-08,2.883000000e-08
1545.1850,6.217000000e-08,3.190000000e-08,2.997000000e-08,2.883000000e-08
1545.1860,6.231000000e-08,3.187000000e-08,3.010000000e-08,2.884000000e-08
1545.1870,6.244000000e-08,3.182000000e-08,3.023000000e-08,2.883000000e-08
1545.1880,6.256000000e-08,3.175000000e-08,3.037000000e-08,2.877000000e-08
1545.1890,6.273000000e-08,3.163000000e-08,3.050000000e-08,2.869000000e-08
1545.1900,6.293000000e-08,3.157000000e-08,3.063000000e-08,2.865000000e-08
1545.1910,6.313000000e-08,3.145000000e-08,3.078000000e-08,2.862000000e-08
1545.1920,6.337000000e-08,3.135000000e-08,3.092000000e-08,2.852000000e-08
1545.1930,6.358000000e-08,3.121000000e-08,3.103000000e-08,2.846000000e-08
1545.1940,6.384000000e-08,3.103000000e-08,3.110000000e-08,2.835000000e-08
1545.1950,6.410000000e-08,3.086000000e-08,3.114000000e-08,2.825000000e-08
1545.1960,6.437000000e-08,3.066000000e-08,3.118000000e-08,2.814000000e-08
1545.1970,6.462000000e-08,3.053000000e-08,3.123000000e-08,2.804000000e-08
1545.1980,6.483000000e-08,3.026000000e-08,3.123000000e-08,2.789000000e-08
1545.1990,6.507000000e-08,3.010000000e-08,3.126000000e-08,2.779000000e-08
1545.2000,6.527000000e-08,2.990000000e-08,3.126000000e-08,2.765000000e-08
1545.2010,6.548000000e-08,2.966000000e-08,3.123000000e-08,2.753000000e-08
1545.2020,6.564000000e-08,2.950000000e-08,3.123000000e-08,2.743000000e-08
1545.2030,6.583000000e-08,2.933000000e-08,3.121000000e-08,2.731000000e-08
1545.2040,6.594000000e-08,2.915000000e-08,3.112000000e-08,2.716000000e-08
1545.2050,6.606000000e-08,2.898000000e-08,3.106000000e-08,2.706000000e-08
1545.2060,6.611000000e-08,2.883000000e-08,3.097000000e-08,2.691000000e-08
1545.2070,6.614000000e-08,2.870000000e-08,3.087000000e-08,2.676000000e-08
1545.2080,6.620000000e-08,2.860000000e-08,3.077000000e-08,2.667000000e-08
1545.2090,6.620000000e-08,2.853000000e-08,3.064000000e-08,2.654000000e-08
1545.2100,6.609000000e-08,2.848000000e-08,3.050000000e-08,2.639000000e-08
1545.2110,6.597000000e-08,2.841000000e-08,3.035000000e-08,2.624000000e-08
1545.2120,6.583000000e-08,2.841000000e-08,3.018000000e-08,2.609000000e-08
1545.2130,6.562000000e-08,2.845000000e-08,3.001000000e-08,2.600000000e-08
1545.2140,6.538000000e-08,2.855000000e-08,2.989000000e-08,2.589000000e-08
1545.2150,6.510000000e-08,2.861000000e-08,2.978000000e-08,2.578000000e-08
1545.2160,6.480000000e-08,2.876000000e-08,2.963000000e-08,2.568000000e-08
1545.2170,6.443000000e-08,2.888000000e-08,2.946000000e-08,2.554000000e-08
1545.2180,6.409000000e-08,2.908000000e-08,2.932000000e-08,2.544000000e-08
1545.2190,6.367000000e-08,2.926000000e-08,2.921000000e-08,2.535000000e-08
1545.2200,6.326000000e-08,2.951000000e-08,2.909000000e-08,2.526000000e-08
1545.2210,6.282000000e-08,2.973000000e-08,2.898000000e-08,2.517000000e-08
1545.2220,6.237000000e-08,3.000000000e-08,2.887000000e-08,2.510000000e-08
1545.2230,6.196000000e-08,3.026000000e-08,2.880000000e-08,2.504000000e-08
1545.2240,6.151000000e-08,3.053000000e-08,2.872000000e-08,2.498000000e-08
1545.2250,6.106000000e-08,3.081000000e-08,2.866000000e-08,2.492000000e-08
1545.2260,6.068000000e-08,3.110000000e-08,2.861000000e-08,2.489000000e-08
1545.2270,6.027000000e-08,3.138000000e-08,2.854000000e-08,2.485000000e-08
1545.2280,5.989000000e-08,3.165000000e-08,2.855000000e-08,2.483000000e-08
1545.2290,5.949000000e-08,3.198000000e-08,2.850000000e-08,2.485000000e-08
1545.2300,5.910000000e-08,3.222000000e-08,2.846000000e-08,2.483000000e-08
1545.2310,5.881000000e-08,3.250000000e-08,2.849000000e-08,2.487000000e-08
1545.2320,5.852000000e-08,3.277000000e-08,2.847000000e-08,2.490000000e-08
1545.2330,5.829000000e-08,3.303000000e-08,2.850000000e-08,2.496000000e-08
1545.2340,5.808000000e-08,3.333000000e-08,2.857000000e-08,2.502000000e-08
1545.2350,5.788000000e-08,3.357000000e-08,2.860000000e-08,2.505000000e-08
1545.2360,5.774000000e-08,3.383000000e-08,2.864000000e-08,2.510000000e-08
1545.2370,5.765000000e-08,3.410000000e-08,2.877000000e-08,2.519000000e-08
1545.2380,5.753000000e-08,3.430000000e-08,2.883000000e-08,2.523000000e-08
1545.2390,5.747000000e-08,3.448000000e-08,2.889000000e-08,2.526000000e-08
1545.2400,5.744000000e-08,3.470000000e-08,2.901000000e-08,2.529000000e-08
1545.2410,5.745000000e-08,3.495000000e-08,2.912000000e-08,2.535000000e-08
1545.2420,5.748000000e-08,3.519000000e-08,2.927000000e-08,2.538000000e-08
1545.2430,5.758000000e-08,3.539000000e-08,2.943000000e-08,2.541000000e-08
1545.2440,5.765000000e-08,3.559000000e-08,2.961000000e-08,2.548000000e-08
1545.2450,5.773000000e-08,3.577000000e-08,2.977000000e-08,2.547000000e-08
1545.2460,5.785000000e-08,3.597000000e-08,2.995000000e-08,2.547000000e-08
1545.2470,5.796000000e-08,3.612000000e-08,3.012000000e-08,2.547000000e-08
1545.2480,5.809000000e-08,3.629000000e-08,3.030000000e-08,2.544000000e-08
1545.2490,5.820000000e-08,3.645000000e-08,3.052000000e-08,2.541000000e-08
1545.2500,5.835000000e-08,3.660000000e-08,3.070000000e-08,2.537000000e-08
1545.2510,5.849000000e-08,3.674000000e-08,3.090000000e-08,2.531000000e-08
1545.2520,5.864000000e-08,3.685000000e-08,3.109000000e-08,2.525000000e-08
1545.2530,5.876000000e-08,3.695000000e-08,3.132000000e-08,2.514000000e-08
1545.2540,5.890000000e-08,3.707000000e-08,3.150000000e-08,2.507000000e-08
1545.2550,5.902000000e-08,3.720000000e-08,3.174000000e-08,2.495000000e-08
1545.2560,5.911000000e-08,3.729000000e-08,3.194000000e-08,2.483000000e-08
1545.2570,5.920000000e-08,3.735000000e-08,3.215000000e-08,2.471000000e-08
1545.2580,5.928000000e-08,3.742000000e-08,3.235000000e-08,2.458000000e-08
1545.2590,5.933000000e-08,3.750000000e-08,3.254000000e-08,2.446000000e-08
1545.2600,5.937000000e-08,3.754000000e-08,3.270000000e-08,2.425000000e-08
1545.2610,5.937000000e-08,3.755000000e-08,3.287000000e-08,2.410000000e-08
1545.2620,5.939000000e-08,3.762000000e-08,3.307000000e-08,2.397000000e-08
1545.2630,5.933000000e-08,3.767000000e-08,3.326000000e-08,2.379000000e-08
1545.2640,5.926000000e-08,3.770000000e-08,3.338000000e-08,2.361000000e-08
1545.2650,5.916000000e-08,3.772000000e-08,3.355000000e-08,2.343000000e-08
1545.2660,5.904000000e-08,3.774000000e-08,3.366000000e-08,2.323000000e-08
1545.2670,5.890000000e-08,3.779000000e-08,3.377000000e-08,2.305000000e-08
1545.2680,5.878000000e-08,3.779000000e-08,3.387000000e-08,2.284000000e-08
1545.2690,5.856000000e-08,3.780000000e-08,3.394000000e-08,2.266000000e-08
1545.2700,5.841000000e-08,3.782000000e-08,3.403000000e-08,2.247000000e-08
1545.2710,5.823000000e-08,3.782000000e-08,3.407000000e-08,2.227000000e-08
1545.2720,5.800000000e-08,3.782000000e-08,3.410000000e-08,2.208000000e-08
1545.2730,5.771000000e-08,3.782000000e-08,3.409000000e-08,2.190000000e-08
1545.2740,5.745000000e-08,3.784000000e-08,3.407000000e-08,2.172000000e-08
1545.2750,5.721000000e-08,3.787000000e-08,3.409000000e-08,2.161000000e-08
1545.2760,5.691000000e-08,3.785000000e-08,3.401000000e-08,2.147000000e-08
1545.2770,5.665000000e-08,3.784000000e-08,3.397000000e-08,2.134000000e-08
1545.2780,5.641000000e-08,3.787000000e-08,3.394000000e-08,2.123000000e-08
1545.2790,5.618000000e-08,3.787000000e-08,3.387000000e-08,2.113000000e-08
1545.2800,5.592000000e-08,3.789000000e-08,3.384000000e-08,2.106000000e-08
1545.2810,5.572000000e-08,3.789000000e-08,3.377000000e-08,2.103000000e-08
1545.2820,5.555000000e-08,3.790000000e-08,3.370000000e-08,2.098000000e-08
1545.2830,5.543000000e-08,3.794000000e-08,3.364000000e-08,2.095000000e-08
1545.2840,5.528000000e-08,3.790000000e-08,3.355000000e-08,2.097000000e-08
1545.2850,5.517000000e-08,3.790000000e-08,3.349000000e-08,2.103000000e-08
1545.2860,5.513000000e-08,3.792000000e-08,3.340000000e-08,2.110000000e-08
1545.2870,5.508000000e-08,3.792000000e-08,3.332000000e-08,2.119000000e-08
1545.2880,5.505000000e-08,3.787000000e-08,3.323000000e-08,2.134000000e-08
1545.2890,5.507000000e-08,3.784000000e-08,3.315000000e-08,2.146000000e-08
1545.2900,5.510000000e-08,3.779000000e-08,3.304000000e-08,2.162000000e-08
1545.2910,5.517000000e-08,3.779000000e-08,3.300000000e-08,2.181000000e-08
1545.2920,5.531000000e-08,3.772000000e-08,3.295000000e-08,2.204000000e-08
1545.2930,5.543000000e-08,3.762000000e-08,3.287000000e-08,2.224000000e-08
1545.2940,5.554000000e-08,3.754000000e-08,3.284000000e-08,2.250000000e-08
1545.2950,5.568000000e-08,3.744000000e-08,3.281000000e-08,2.275000000e-08
1545.2960,5.583000000e-08,3.739000000e-08,3.280000000e-08,2.300000000e-08
1545.2970,5.595000000e-08,3.729000000e-08,3.278000000e-08,2.327000000e-08
1545.2980,5.604000000e-08,3.715000000e-08,3.277000000e-08,2.351000000e-08
1545.2990,5.616000000e-08,3.705000000e-08,3.277000000e-08,2.382000000e-08
1545.3000,5.628000000e-08,3.695000000e-08,3.280000000e-08,2.413000000e-08
1545.3010,5.637000000e-08,3.690000000e-08,3.284000000e-08,2.443000000e-08
1545.3020,5.642000000e-08,3.682000000e-08,3.287000000e-08,2.470000000e-08
1545.3030,5.645000000e-08,3.677000000e-08,3.292000000e-08,2.495000000e-08
1545.3040,5.644000000e-08,3.670000000e-08,3.298000000e-08,2.520000000e-08
1545.3050,5.641000000e-08,3.660000000e-08,3.304000000e-08,2.542000000e-08
1545.3060,5.633000000e-08,3.652000000e-08,3.312000000e-08,2.563000000e-08
1545.3070,5.619000000e-08,3.647000000e-08,3.318000000e-08,2.581000000e-08
1545.3080,5.610000000e-08,3.642000000e-08,3.332000000e-08,2.600000000e-08
1545.3090,5.596000000e-08,3.639000000e-08,3.343000000e-08,2.617000000e-08
1545.3100,5.581000000e-08,3.632000000e-08,3.354000000e-08,2.630000000e-08
1545.3110,5.560000000e-08,3.627000000e-08,3.364000000e-08,2.641000000e-08
1545.3120,5.537000000e-08,3.622000000e-08,3.374000000e-08,2.649000000e-08
1545.3130,5.514000000e-08,3.619000000e-08,3.387000000e-08,2.654000000e-08
1545.3140,5.488000000e-08,3.615000000e-08,3.398000000e-08,2.655000000e-08
1545.3150,5.466000000e-08,3.617000000e-08,3.412000000e-08,2.657000000e-08
1545.3160,5.435000000e-08,3.619000000e-08,3.421000000e-08,2.655000000e-08
1545.3170,5.408000000e-08,3.612000000e-08,3.435000000e-08,2.646000000e-08
1545.3180,5.382000000e-08,3.612000000e-08,3.447000000e-08,2.641000000e-08
1545.3190,5.350000000e-08,3.610000000e-08,3.460000000e-08,2.627000000e-08
1545.3200,5.321000000e-08,3.609000000e-08,3.469000000e-08,2.617000000e-08
1545.3210,5.294000000e-08,3.605000000e-08,3.481000000e-08,2.602000000e-08
1545.3220,5.266000000e-08,3.604000000e-08,3.489000000e-08,2.583000000e-08
1545.3230,5.241000000e-08,3.604000000e-08,3.501000000e-08,2.566000000e-08
1545.3240,5.213000000e-08,3.600000000e-08,3.509000000e-08,2.542000000e-08
1545.3250,5.193000000e-08,3.602000000e-08,3.521000000e-08,2.519000000e-08
1545.3260,5.171000000e-08,3.602000000e-08,3.524000000e-08,2.493000000e-08
